,Run,Rerun,CamCol,DAOPHOTID,ra,dec,x_u,y_u,u,uErr,chi_u,sharp_u,flag_u,x_g,y_g,g,gErr,chi_g,sharp_g,flag_g,x_r,y_r,r,rErr,chi_r,sharp_r,flag_r,x_i,y_i,i,iErr,chi_i,sharp_i,flag_i,x_z,y_z,z,zErr,chi_z,sharp_z,flag_z
19,2141,40,4,313,151.35845149,0.15413949,9999.99,9999.99,99.999,9.999,9.99,9.99,9,1479.711,123.309,22.308,0.133,1.1,-0.06,0,1478.256,112.79,21.835,0.104,0.94,0.11,0,1478.362,115.653,21.74,0.176,0.96,1.14,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9
20,2141,40,4,294,151.35891776,0.13472567,9999.99,9999.99,99.999,9.999,9.99,9.99,9,1303.134,127.547,21.623,0.062,0.92,-0.21,0,1301.761,117.073,20.785,0.037,0.82,0.04,0,1301.828,119.891,20.458,0.058,0.97,-0.07,0,1301.267,123.649,20.792,0.392,0.73,-0.88,0
21,2141,40,4,39,151.35972785,0.02391615,298.614,131.672,21.635,0.291,0.51,1.87,0,295.288,134.883,20.641,0.08,2.59,1.91,0,294.381,124.67,20.265,0.107,3.49,1.74,0,294.222,127.233,20.14,0.129,2.79,1.21,0,293.671,131.131,19.991,0.184,0.72,2.06,0
22,2141,40,4,372,151.3606174,0.20593924,1952.199,139.543,21.824,0.26,0.5,-1.48,0,1950.723,143.0,20.751,0.027,0.82,-0.17,0,1949.052,132.364,20.263,0.036,1.17,0.12,0,1949.266,135.342,20.061,0.043,0.96,0.01,0,1948.702,139.012,19.83,0.199,0.73,-1.36,0
23,2141,40,4,374,151.36128858,0.20882794,9999.99,9999.99,99.999,9.999,9.99,9.99,9,1976.982,149.101,21.29,0.055,1.05,-0.45,0,1975.299,138.459,20.024,0.028,1.03,0.06,0,1975.519,141.443,19.4,0.029,1.04,-0.1,0,1974.956,145.11,19.178,0.16,1.01,-2.45,0
24,2141,40,4,310,151.36180538,0.15153117,9999.99,9999.99,99.999,9.999,9.99,9.99,9,1455.985,153.789,22.522,0.169,1.14,1.43,0,1454.544,143.282,20.889,0.087,1.78,1.08,0,1454.646,146.134,20.502,0.096,1.53,0.71,0,1454.089,149.873,19.972,0.189,0.71,0.88,0
25,2141,40,4,281,151.36348923,0.12066051,1177.533,165.748,18.231,0.013,0.61,0.15,0,1175.193,169.091,16.804,0.004,0.93,-0.04,0,1173.883,158.659,16.332,0.007,1.09,0.02,0,1173.922,161.439,16.168,0.008,0.88,-0.01,0,1173.369,165.217,16.108,0.011,0.94,-0.1,0
26,2141,40,4,297,151.36402142,0.13733583,1329.042,170.562,20.732,0.082,0.49,1.13,0,1326.871,173.928,19.174,0.047,3.97,1.47,0,1325.491,163.458,18.371,0.068,6.44,1.37,0,1325.565,166.275,17.998,0.072,4.98,0.81,0,1325.012,170.033,17.833,0.049,1.27,0.61,0
27,2141,40,4,222,151.36413555,0.08603985,862.968,171.666,21.956,0.223,0.42,0.57,0,860.276,174.962,20.782,0.034,0.98,-0.18,0,859.111,164.612,20.526,0.041,1.11,0.13,0,859.08,167.311,20.381,0.043,0.78,0.02,0,858.531,171.134,20.824,0.31,0.59,-0.61,0
28,2141,40,4,257,151.36415441,0.10548626,1039.658,171.813,21.409,0.132,0.44,0.4,0,1037.163,175.135,19.868,0.019,1.03,0.01,0,1035.918,164.74,19.296,0.016,0.96,-0.02,0,1035.926,167.484,19.032,0.022,0.96,0.04,0,1035.376,171.282,18.877,0.061,0.68,-0.26,0
