,Run,Rerun,CamCol,DAOPHOTID,ra,dec,x_u,y_u,u,uErr,chi_u,sharp_u,flag_u,x_g,y_g,g,gErr,chi_g,sharp_g,flag_g,x_r,y_r,r,rErr,chi_r,sharp_r,flag_r,x_i,y_i,i,iErr,chi_i,sharp_i,flag_i,x_z,y_z,z,zErr,chi_z,sharp_z,flag_z
53,756,44,3,54,229.17637658,-0.20643097,9999.99,9999.99,99.999,9.999,9.99,9.99,9,51.947,3670.695,23.051,0.188,1.15,-0.37,0,54.891,3660.108,21.747,0.076,0.95,-0.21,0,52.8,3662.88,21.017,0.073,0.96,0.21,0,51.275,3667.843,20.424,0.149,0.97,-0.02,0
54,756,44,3,55,228.9471117,-0.2064181,57.069,1581.338,22.523,0.248,0.52,-0.03,0,52.915,1586.272,20.421,0.025,1.16,0.07,0,55.449,1575.549,19.694,0.019,0.98,0.04,0,53.1,1578.703,19.388,0.019,0.83,0.06,0,52.0,1583.329,19.235,0.052,0.93,0.02,0
55,756,44,3,56,228.81764939,-0.20642314,9999.99,9999.99,99.999,9.999,9.99,9.99,9,53.35,409.23,23.212,0.213,1.11,0.06,0,55.652,398.431,21.667,0.073,0.98,-0.19,0,53.157,401.8,21.124,0.093,1.09,0.36,0,52.297,406.236,20.544,0.169,1.01,0.28,0
56,756,44,3,57,228.97225819,-0.20633969,57.725,1809.963,22.738,0.322,0.56,-1.5,0,53.535,1814.898,22.246,0.077,0.94,0.12,0,56.113,1804.19,21.836,0.104,1.18,-0.03,0,53.793,1807.302,21.563,0.111,0.91,0.6,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9
57,756,44,3,58,228.85131358,-0.20634502,9999.99,9999.99,99.999,9.999,9.99,9.99,9,53.935,715.297,21.399,0.05,1.18,-0.04,0,56.297,704.518,19.989,0.023,1.03,0.0,0,53.84,707.831,18.509,0.014,0.99,0.06,0,52.918,712.317,17.715,0.022,1.06,0.1,0
58,756,44,3,59,229.06154216,-0.20625123,58.326,2621.709,21.791,0.138,0.57,0.27,0,54.008,2626.646,20.741,0.029,1.06,0.13,0,56.745,2615.992,20.44,0.026,0.88,-0.01,0,54.526,2618.955,20.295,0.042,1.0,0.03,0,53.214,2623.75,20.345,0.13,0.91,0.39,0
59,756,44,3,60,228.79245879,-0.20617706,9999.99,9999.99,99.999,9.999,9.99,9.99,9,55.68,180.204,21.811,0.082,1.4,1.13,0,57.936,169.389,20.468,0.064,2.13,0.96,0,55.413,172.8,19.982,0.068,2.0,0.91,0,54.6,177.199,19.676,0.095,1.19,0.62,0
60,756,44,3,61,229.00056129,-0.20610783,9999.99,9999.99,99.999,9.999,9.99,9.99,9,55.537,2072.223,23.376,0.238,1.08,0.55,0,58.165,2061.532,21.793,0.083,0.97,-0.51,0,55.876,2064.596,21.083,0.07,0.87,-0.1,0,54.678,2069.301,20.436,0.172,1.11,0.22,0
61,756,44,3,62,228.97514072,-0.20605432,60.309,1836.17,22.876,0.352,0.53,-1.16,0,56.118,1841.105,21.299,0.047,1.22,-0.06,0,58.7,1830.399,20.705,0.043,1.2,-0.04,0,56.383,1833.506,20.397,0.041,0.89,0.06,0,55.232,1838.173,20.11,0.108,0.94,0.2,0
62,756,44,3,63,228.9885555,-0.20594604,61.263,1958.134,22.695,0.272,0.49,-0.17,0,57.053,1963.069,21.386,0.053,1.21,0.2,0,59.658,1952.371,21.059,0.045,0.96,0.15,0,57.357,1955.456,20.994,0.071,0.95,-0.09,0,56.181,1960.143,21.085,0.313,1.11,-0.21,0
63,756,44,3,64,228.95554548,-0.20588412,9999.99,9999.99,99.999,9.999,9.99,9.99,9,57.738,1662.95,22.188,0.088,1.13,0.05,0,60.284,1652.232,20.751,0.036,0.97,-0.07,0,57.946,1655.372,20.225,0.041,1.03,0.06,0,56.831,1660.01,19.832,0.107,1.18,0.19,0
64,756,44,3,65,228.80375762,-0.20585755,9999.99,9999.99,99.999,9.999,9.99,9.99,9,58.542,282.93,22.283,0.078,0.92,0.65,0,60.817,272.122,21.381,0.082,1.38,0.91,0,58.307,275.515,21.019,0.096,1.23,0.32,0,57.474,279.93,20.744,0.181,0.91,-0.12,0
65,756,44,3,66,229.01893012,-0.20562876,9999.99,9999.99,99.999,9.999,9.99,9.99,9,59.823,2239.227,22.753,0.123,0.99,-0.47,0,62.482,2228.548,21.976,0.115,1.11,0.59,0,60.215,2231.582,21.75,0.118,0.82,0.05,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9
66,756,44,3,67,229.00641148,-0.20563009,64.09,2120.475,22.234,0.194,0.54,0.91,0,59.858,2125.412,21.113,0.034,0.99,-0.03,0,62.494,2114.724,20.938,0.043,1.0,0.01,0,60.213,2117.78,20.638,0.05,0.9,0.01,0,59.005,2122.492,20.615,0.18,0.99,0.26,0
67,756,44,3,68,228.99244426,-0.20555666,64.789,1993.489,21.73,0.146,0.63,-0.07,0,60.577,1998.425,20.426,0.021,0.95,0.0,0,63.188,1987.729,19.928,0.021,0.99,-0.06,0,60.892,1990.808,19.739,0.024,0.85,-0.04,0,59.709,1995.5,19.78,0.097,1.1,-0.07,0
68,756,44,3,69,229.05669512,-0.20542715,65.82,2577.641,22.32,0.211,0.55,0.01,0,61.516,2582.579,22.822,0.143,1.08,0.57,0,64.241,2571.921,22.114,0.124,1.09,0.22,0,62.018,2574.893,22.515,0.254,0.86,-0.14,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9
69,756,44,3,70,229.02912461,-0.20535517,9999.99,9999.99,99.999,9.999,9.99,9.99,9,62.272,2331.914,22.1,0.065,0.91,-0.13,0,64.948,2321.24,21.64,0.074,0.96,0.13,0,62.694,2324.258,21.527,0.106,0.89,-0.05,0,61.443,2329.003,21.231,0.332,1.02,0.78,0
70,756,44,3,71,229.05749502,-0.20528543,67.105,2584.912,22.965,0.372,0.52,0.35,0,62.801,2589.85,22.494,0.093,0.92,-0.18,0,65.527,2579.194,22.03,0.103,0.97,-0.04,0,63.305,2582.164,21.753,0.132,0.91,0.77,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9
71,756,44,3,72,228.93174242,-0.20522718,9999.99,9999.99,99.999,9.999,9.99,9.99,9,63.798,1446.537,22.562,0.122,1.15,0.31,0,66.298,1435.806,21.832,0.075,0.85,-0.26,0,63.935,1438.985,21.594,0.093,0.74,0.23,0,62.865,1443.588,20.767,0.211,1.0,-0.7,0
72,756,44,3,73,229.10799049,-0.20516334,9999.99,9999.99,99.999,9.999,9.99,9.99,9,63.724,3048.944,22.454,0.099,1.01,0.29,0,66.539,3038.317,21.761,0.076,0.92,0.38,0,64.375,3041.204,21.601,0.137,1.08,0.69,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9
73,756,44,3,74,228.89516369,-0.20514521,9999.99,9999.99,99.999,9.999,9.99,9.99,9,64.678,1113.973,22.828,0.164,1.13,1.51,0,67.113,1103.219,22.037,0.113,1.07,0.36,0,64.708,1106.46,21.379,0.097,0.93,0.36,0,63.706,1111.008,20.998,0.267,1.05,0.66,0
74,756,44,3,75,229.22960808,-0.20496013,69.669,4149.719,22.387,0.242,0.58,0.54,0,65.119,4154.662,20.188,0.023,1.23,-0.04,0,68.151,4144.108,18.79,0.021,1.65,0.14,0,66.124,4146.792,18.051,0.041,3.38,0.04,0,64.502,4151.831,17.639,0.033,1.61,0.12,0
75,756,44,3,76,228.92770552,-0.20491059,70.803,1404.9,19.464,0.022,0.62,-0.01,0,66.69,1409.834,17.165,0.006,0.89,-0.01,0,69.182,1399.101,16.237,0.007,1.08,0.0,0,66.815,1402.287,15.936,0.008,1.08,-0.02,0,65.752,1406.883,15.76,0.012,1.15,-0.02,0
76,756,44,3,77,228.94597888,-0.20488482,70.996,1571.037,22.216,0.186,0.53,0.0,0,66.857,1575.972,21.206,0.044,1.2,0.21,0,69.381,1565.249,20.817,0.037,0.94,0.09,0,67.035,1568.405,20.689,0.055,0.96,0.0,0,65.939,1573.028,20.66,0.159,0.85,0.36,0
77,756,44,3,78,228.97423051,-0.20454159,74.048,1827.893,22.667,0.334,0.62,0.06,0,69.871,1832.829,22.019,0.063,0.93,0.19,0,72.445,1822.123,21.464,0.069,1.06,-0.27,0,70.131,1825.232,21.469,0.078,0.68,-0.07,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9
78,756,44,3,79,229.08920472,-0.20435731,75.461,2873.208,21.778,0.131,0.56,-0.41,0,71.12,2878.148,20.746,0.026,0.98,0.08,0,73.898,2867.51,20.413,0.028,0.95,0.05,0,71.714,2870.428,20.327,0.035,0.8,0.06,0,70.353,2875.26,20.114,0.119,1.02,0.06,0
79,756,44,3,80,228.79715438,-0.20441063,75.639,217.964,18.854,0.019,0.79,-0.03,0,71.719,222.894,17.687,0.01,1.3,0.03,0,73.975,212.083,17.264,0.007,0.86,0.0,0,71.462,215.487,17.122,0.016,1.75,-0.02,0,70.642,219.89,17.077,0.02,1.27,0.14,0
80,756,44,3,81,229.23129499,-0.204066,9999.99,9999.99,99.999,9.999,9.99,9.99,9,73.24,4169.999,22.722,0.128,1.05,-0.14,0,76.271,4159.446,21.418,0.075,1.26,0.17,0,74.248,4162.127,20.706,0.064,1.08,-0.12,0,72.624,4167.168,20.382,0.173,1.18,0.24,0
81,756,44,3,82,229.02045261,-0.20403087,78.582,2248.132,22.583,0.309,0.63,1.91,0,74.342,2253.069,22.091,0.075,1.05,0.21,0,76.996,2242.391,21.872,0.087,0.92,0.3,0,74.736,2245.423,21.615,0.139,1.09,-0.49,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9
82,756,44,3,83,228.98685066,-0.20403612,78.611,1942.632,21.292,0.098,0.64,0.38,0,74.42,1947.568,18.987,0.012,1.13,0.04,0,77.013,1936.87,17.944,0.009,0.96,0.01,0,74.715,1939.958,17.564,0.008,0.78,0.0,0,73.544,1944.64,17.368,0.017,0.95,-0.02,0
83,756,44,3,84,228.92796486,-0.20390879,79.9,1407.257,21.595,0.112,0.52,-0.97,0,75.796,1412.192,20.425,0.019,0.84,0.12,0,78.283,1401.459,20.025,0.019,0.83,-0.02,0,75.919,1404.645,19.9,0.032,0.99,-0.08,0,74.857,1409.24,19.942,0.09,0.91,0.18,0
84,756,44,3,85,228.90345516,-0.20390043,80.031,1184.421,22.612,0.269,0.51,2.29,0,75.962,1189.355,21.598,0.102,2.09,1.56,0,78.406,1178.608,20.861,0.101,2.53,1.29,0,76.014,1181.835,20.597,0.101,1.89,1.09,0,74.997,1186.394,20.14,0.141,1.21,0.69,0
