,Run,Rerun,CamCol,DAOPHOTID,ra,dec,x_u,y_u,u,uErr,chi_u,sharp_u,flag_u,x_g,y_g,g,gErr,chi_g,sharp_g,flag_g,x_r,y_r,r,rErr,chi_r,sharp_r,flag_r,x_i,y_i,i,iErr,chi_i,sharp_i,flag_i,x_z,y_z,z,zErr,chi_z,sharp_z,flag_z
1990,5390,40,5,2540,199.0874002,17.69173696,581.215,1453.422,22.72,0.317,0.53,-0.76,0,582.292,1457.051,22.16,0.073,1.0,-0.23,0,580.589,1446.722,21.717,0.09,1.15,-0.23,0,582.267,1449.401,21.552,0.129,0.88,-0.13,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9.0
1991,5390,40,5,1952,199.08740448,17.68398728,510.942,1458.61,22.321,0.234,0.57,-0.42,0,512.007,1462.247,21.092,0.048,1.4,0.12,0,510.343,1451.922,20.69,0.065,1.82,0.46,1,512.001,1454.599,20.677,0.052,0.72,0.04,0,511.452,1458.716,20.907,0.231,1.07,0.06,0.0
1992,5390,40,5,1134,199.08741722,17.67018656,385.818,1467.887,22.006,0.181,0.59,0.14,0,386.861,1471.54,21.844,0.067,1.18,-0.17,0,385.267,1461.223,21.521,0.075,1.12,-0.18,0,386.889,1463.895,21.316,0.089,0.75,-0.11,0,386.319,1468.012,21.367,0.29,0.87,0.04,0.0
1993,5390,40,5,3414,199.08742913,17.70185519,672.994,1446.947,22.66,0.286,0.51,-0.04,0,674.087,1450.564,22.107,0.078,1.13,0.01,0,672.334,1440.229,21.81,0.105,1.25,-0.31,0,674.037,1442.912,21.411,0.118,0.91,0.02,0,673.516,1447.029,21.323,0.367,1.14,-0.76,0.0
1994,5390,40,5,4454,199.08743785,17.71440072,9999.99,9999.99,99.999,9.999,9.99,9.99,9,787.896,1442.282,22.56,0.114,1.13,0.19,0,786.08,1431.941,22.164,0.126,1.09,-0.19,0,787.815,1434.628,21.796,0.11,0.6,-0.08,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9.0
1995,5390,40,5,1801,199.0874428,17.68192155,492.235,1460.313,21.726,0.123,0.52,0.1,0,493.297,1463.953,20.971,0.04,1.24,0.04,0,491.643,1453.629,20.722,0.049,1.33,0.18,0,493.296,1456.305,20.582,0.06,0.9,0.19,0,492.744,1460.422,20.654,0.142,0.82,-0.26,0.0
1996,5390,40,5,5220,199.08752798,17.72488931,881.974,1432.483,21.691,0.136,0.6,0.05,0,883.103,1436.073,20.876,0.054,1.76,0.57,0,881.234,1425.725,20.609,0.051,1.51,0.44,0,882.996,1428.416,20.566,0.069,1.04,0.25,0,882.512,1432.534,20.552,0.166,1.07,0.31,0.0
1997,5390,40,5,2062,199.08754333,17.68552063,9999.99,9999.99,99.999,9.999,9.99,9.99,9,526.001,1462.425,22.466,0.091,0.97,0.22,0,524.33,1452.1,21.602,0.102,1.4,0.55,1,525.991,1454.777,21.38,0.089,0.69,-0.08,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9.0
1998,5390,40,5,5126,199.08754973,17.72334325,867.964,1433.699,22.538,0.191,0.39,0.42,0,869.09,1437.29,21.367,0.039,0.94,-0.03,0,867.23,1426.944,21.114,0.055,1.12,0.07,0,868.988,1429.634,21.068,0.063,0.63,-0.02,0,868.501,1433.752,21.444,0.339,0.93,-0.99,0.0
1999,5390,40,5,2363,199.08757457,17.68955211,9999.99,9999.99,99.999,9.999,9.99,9.99,9,562.586,1460.011,21.848,0.073,1.27,0.13,0,560.894,1449.684,21.592,0.086,1.21,-0.11,0,562.566,1452.362,21.513,0.128,0.9,-0.5,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9.0
